state,district,year,murder,attempt_to_murder,culpable_homicide_not_amounting_to_murder,rape,custodial_rape,other_rape,kidnapping_&_abduction,kidnapping_and_abduction_of_women_and_girls,kidnapping_and_abduction_of_others,dacoity,preparation_and_assembly_for_dacoity,robbery,burglary,theft,auto_theft,other_theft,riots,criminal_breach_of_trust,cheating,counterfieting,arson,hurt_grevious_hurt,dowry_deaths,assault_on_women_with_intent_to_outrage_her_modesty,insult_to_modesty_of_women,cruelty_by_husband_or_his_relatives,importation_of_girls_from_foreign_countries,causing_death_by_negligence,other_ipc_crimes,total_ipc_crimes,states_uts,attempt_to_commit_murder,attempt_to_commit_culpable_homicide,custodial_gang_rape,custodial_other_rape,rape_other_than_custodial,rape_gang_rape,rape_others,attempt_to_commit_rape,kidnapping_&_abduction_total,kidnapping_&_abduction_in_order_to_murder,kidnapping_for_ransom,kidnapping_&_abduction_of_women_to_compel_her_for_marriage,other_kidnapping,dacoity_with_murder,other_dacoity,making_preparation_and_assembly_for_committing_dacoity,criminal_trespass_burglary,criminal_trespass_or_burglary,house_trespass_&_house_breaking,other_thefts,unlawful_assembly,riots_communal,riots_industrial,riots_political,riots_caste_conflict,riots_sc_sts_vs_non_scs_sts,riots_other_caste_conflict,riots_agrarian,riots_students,riots_sectarian,riots_others,forgery,counterfeiting,counterfeit_offences_related_to_counterfeit_coin,counterfeiting_government_stamp,counterfeit_currency_&_bank_notes,counterfeiting_currency_notes_bank_notes,using_forged_or_counterfeiting_currency_bank_notes,possession_of_forged_or_counterfeiting_currency_bank_notes,making_or_possessing_materials_for_forged_currency_bank_notes,making_or_using_documents_resembling_currency,grievous_hurt,hurt,acid_attack,attempt_to_acid_attack,sexual_harassment,assault_or_use_of_criminal_force_to_women_with_intent_to_disrobe,voyeurism,stalking,other_assault_on_women,insult_to_the_modesty_of_women,at_office_premises,other_places_related_to_work,in_public_transport_system,"places_other_than_231,_232_&_233",importation_of_girls_from_foreign_country,deaths_due_to_negligent_driving_act,deaths_due_to_other_causes,offences_against_state,sedition,other_offences_against_state,offences_promoting_enmity_between_different_groups,promoting_enmity_between_different_groups,"imputation,_assertions_prejudicial_to_national_integration",extortion,disclosure_of_identity_of_victims,incidence_of_rash_driving,humantrafficking,unnatural_offence,total_cognizable_ipc_crimes,total_crime,weighted_severity_raw,risk_score,risk_level,previous_year_total_crime,previous_year_risk_score,rolling_3yr_total_crime,rolling_3yr_risk_score,crime_growth_rate,next_year_risk_score
MADHYA PRADESH,REWA,2011,46,41.0,6,91,0,91.0,26,25.0,1.0,2,4.0,57,401.0,408,190,218.0,0,12,64,0.0,15,1003.0,32,122,107.0,112,8.0,183,2267,5007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5007.0,17871.0,10.86,green,5562.0,11.33,5299.666666666667,11.256666666666666,-9.978425026968717,11.64
MADHYA PRADESH,REWA,2012,54,44.0,7,92,0,92.0,44,35.0,9.0,8,2.0,44,496.0,506,242,264.0,35,7,63,1.0,30,730.0,39,115,7.0,101,0.0,235,2838,5498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5498.0,19147.0,11.64,green,5007.0,10.86,5242.333333333333,11.026666666666666,9.806271220291592,12.22
MADHYA PRADESH,REWA,2013,49,52.0,0,113,0,113.0,32,30.0,2.0,4,3.0,64,616.0,483,280,203.0,42,12,44,2.0,28,636.0,47,178,3.0,127,0.0,258,2948,5741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5741.0,20100.0,12.22,green,5498.0,11.64,5355.666666666667,11.276666666666666,4.419789014186977,
MADHYA PRADESH,SAGAR,2001,84,122.0,0,141,0,141.0,30,16.0,14.0,4,0.0,53,473.0,497,22,475.0,151,10,56,1.0,51,2669.0,29,509,0.0,142,0.0,106,2553,7681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7681.0,29257.0,17.78,green,0.0,0.0,0.0,0.0,0.0,16.7
MADHYA PRADESH,SAGAR,2002,81,120.0,0,136,0,136.0,30,24.0,6.0,0,0.0,39,414.0,501,75,426.0,183,12,46,0.0,43,2343.0,26,425,22.0,164,0.0,113,2605,7303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7303.0,27479.0,16.7,green,7681.0,17.78,7681.0,17.78,-4.921234214295014,15.42
MADHYA PRADESH,SAGAR,2003,59,109.0,0,121,0,121.0,30,28.0,2.0,0,1.0,32,411.0,521,38,483.0,103,6,34,0.0,35,2040.0,27,388,17.0,127,0.0,107,2688,6856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6856.0,25364.0,15.42,green,7303.0,16.7,7492.0,17.240000000000002,-6.12077228536218,16.18
MADHYA PRADESH,SAGAR,2004,69,89.0,0,141,0,141.0,30,23.0,7.0,0,0.0,40,348.0,449,75,374.0,87,12,20,0.0,28,2591.0,40,338,26.0,161,0.0,105,2569,7143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7143.0,26619.0,16.18,green,6856.0,15.42,7280.0,16.633333333333333,4.186114352392066,16.51
MADHYA PRADESH,SAGAR,2005,76,105.0,0,110,0,110.0,31,21.0,10.0,2,6.0,49,445.0,491,94,397.0,86,14,23,0.0,29,2486.0,34,362,24.0,127,0.0,141,2694,7335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7335.0,27159.0,16.51,green,7143.0,16.18,7100.666666666667,16.099999999999998,2.6879462410751787,16.0
MADHYA PRADESH,SAGAR,2006,76,95.0,0,116,0,116.0,31,30.0,1.0,3,3.0,49,363.0,520,127,393.0,62,7,22,0.0,43,2570.0,28,284,19.0,131,0.0,147,2403,6972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6972.0,26331.0,16.0,green,7335.0,16.51,7111.333333333333,16.036666666666665,-4.948875255623722,18.48
MADHYA PRADESH,SAGAR,2007,80,101.0,0,115,0,115.0,32,30.0,2.0,0,1.0,50,453.0,557,119,438.0,80,10,24,0.0,56,3029.0,30,345,29.0,125,0.0,164,2913,8194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8194.0,30403.0,18.48,green,6972.0,16.0,7150.0,16.23,17.52725186460126,18.57
MADHYA PRADESH,SAGAR,2008,83,90.0,0,119,0,119.0,31,28.0,3.0,2,6.0,61,421.0,551,203,348.0,101,6,26,0.0,47,3032.0,37,349,38.0,154,0.0,200,2815,8169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8169.0,30548.0,18.57,green,8194.0,18.48,7500.333333333333,16.996666666666666,-0.305101293629485,18.75
MADHYA PRADESH,SAGAR,2009,76,115.0,7,127,0,127.0,44,40.0,4.0,2,3.0,55,395.0,526,247,279.0,102,24,26,0.0,27,2763.0,46,361,5.0,168,0.0,191,3529,8592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8592.0,30855.0,18.75,green,8169.0,18.57,7778.333333333333,17.683333333333334,5.178112376055821,18.69
MADHYA PRADESH,SAGAR,2010,90,123.0,1,120,0,120.0,67,63.0,4.0,2,4.0,54,382.0,533,279,254.0,108,14,43,2.0,28,2721.0,35,385,16.0,133,0.0,222,3435,8518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8518.0,30747.0,18.69,green,8592.0,18.75,8318.333333333334,18.599999999999998,-0.861266294227188,19.07
MADHYA PRADESH,SAGAR,2011,94,96.0,1,131,0,131.0,106,104.0,2.0,2,2.0,55,381.0,491,200,291.0,87,8,71,0.0,26,2526.0,37,416,29.0,156,0.0,257,4006,8978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8978.0,31369.0,19.07,green,8518.0,18.69,8426.333333333334,18.669999999999998,5.400328715660954,19.26
MADHYA PRADESH,SAGAR,2012,83,89.0,3,125,0,125.0,63,61.0,2.0,1,1.0,64,393.0,454,200,254.0,81,10,42,0.0,34,2607.0,34,441,22.0,145,0.0,214,4370,9276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9276.0,31689.0,19.26,green,8978.0,19.07,8696.0,18.836666666666666,3.319224771664068,17.14
MADHYA PRADESH,SAGAR,2013,58,68.0,2,135,0,135.0,55,55.0,0.0,0,1.0,47,313.0,434,205,229.0,119,14,48,5.0,26,2250.0,36,422,40.0,130,0.0,266,3547,8016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8016.0,28202.0,17.14,green,9276.0,19.26,8924.0,19.006666666666664,-13.583441138421733,
MADHYA PRADESH,SATNA,2001,49,48.0,0,58,0,58.0,16,5.0,11.0,3,2.0,52,588.0,495,125,370.0,87,4,12,0.0,34,822.0,19,157,6.0,65,0.0,125,2121,4763.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4763.0,17284.0,10.51,green,0.0,0.0,0.0,0.0,0.0,9.88
MADHYA PRADESH,SATNA,2002,62,72.0,0,66,0,66.0,29,5.0,24.0,4,4.0,47,437.0,356,121,235.0,54,6,22,1.0,20,925.0,37,173,3.0,47,0.0,146,1992,4503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4503.0,16260.0,9.88,green,4763.0,10.51,4763.0,10.51,-5.458744488767583,9.74
MADHYA PRADESH,SATNA,2003,61,59.0,0,59,0,59.0,18,5.0,13.0,1,1.0,38,330.0,362,119,243.0,34,5,17,1.0,21,910.0,33,187,5.0,57,0.0,175,2163,4537.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4537.0,16025.0,9.74,green,4503.0,9.88,4633.0,10.195,0.7550521874306019,10.62
MADHYA PRADESH,SATNA,2004,60,65.0,2,64,0,64.0,17,3.0,14.0,4,5.0,43,421.0,407,149,258.0,35,14,22,0.0,27,998.0,33,180,6.0,64,0.0,187,2223,4877.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4877.0,17474.0,10.62,green,4537.0,9.74,4601.0,10.043333333333335,7.493938726030416,11.16
MADHYA PRADESH,SATNA,2005,78,53.0,3,75,0,75.0,18,3.0,15.0,3,3.0,44,396.0,413,156,257.0,43,10,28,0.0,27,970.0,34,195,9.0,66,0.0,202,2571,5241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5241.0,18369.0,11.16,green,4877.0,10.62,4639.0,10.08,7.463604675005126,11.93
MADHYA PRADESH,SATNA,2006,74,52.0,0,72,0,72.0,18,10.0,8.0,8,3.0,30,482.0,413,144,269.0,40,11,37,1.0,27,965.0,39,198,11.0,92,0.0,226,2949,5748.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5748.0,19628.0,11.93,green,5241.0,11.16,4885.0,10.506666666666666,9.673726388093876,11.65
MADHYA PRADESH,SATNA,2007,90,46.0,2,84,0,84.0,27,17.0,10.0,4,9.0,61,422.0,497,228,269.0,65,7,22,0.0,23,941.0,38,191,7.0,101,0.0,235,2380,5252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5252.0,19168.0,11.65,green,5748.0,11.93,5288.666666666667,11.236666666666666,-8.629088378566458,12.72
MADHYA PRADESH,SATNA,2008,62,50.0,2,102,0,102.0,20,15.0,5.0,5,6.0,64,418.0,577,275,302.0,40,9,22,2.0,23,982.0,32,207,9.0,137,0.0,259,2770,5798.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5798.0,20920.0,12.72,green,5252.0,11.65,5413.666666666667,11.58,10.396039603960396,12.69
MADHYA PRADESH,SATNA,2009,60,48.0,3,145,0,145.0,23,18.0,5.0,3,3.0,72,383.0,469,285,184.0,43,17,35,0.0,18,1112.0,40,194,11.0,119,0.0,299,2607,5704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5704.0,20881.0,12.69,green,5798.0,12.72,5599.333333333333,12.1,-1.6212487064505003,11.61
MADHYA PRADESH,SATNA,2010,73,49.0,4,89,0,89.0,27,20.0,7.0,4,2.0,45,321.0,420,244,176.0,42,16,27,0.0,17,984.0,26,199,18.0,119,0.0,327,2564,5373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5373.0,19100.0,11.61,green,5704.0,12.69,5584.666666666667,12.353333333333333,-5.802945301542777,11.68
MADHYA PRADESH,SATNA,2011,66,35.0,4,83,0,83.0,20,13.0,7.0,1,2.0,44,300.0,484,280,204.0,29,13,26,0.0,22,979.0,20,177,7.0,109,0.0,328,2696,5445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5445.0,19218.0,11.68,green,5373.0,11.61,5625.0,12.340000000000002,1.340033500837521,11.62
MADHYA PRADESH,SATNA,2012,72,38.0,0,89,0,89.0,29,25.0,4.0,5,3.0,40,289.0,495,275,220.0,31,12,32,0.0,19,942.0,17,138,7.0,121,0.0,338,2690,5407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5407.0,19117.0,11.62,green,5445.0,11.68,5507.333333333333,11.993333333333332,-0.6978879706152433,13.01
MADHYA PRADESH,SATNA,2013,69,52.0,2,124,0,124.0,41,33.0,8.0,4,3.0,50,393.0,497,293,204.0,50,19,67,2.0,19,791.0,35,204,11.0,135,0.0,302,3362,6232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6232.0,21405.0,13.01,green,5407.0,11.62,5408.333333333333,11.636666666666665,15.257998890327354,
