state,district,year,murder,attempt_to_murder,culpable_homicide_not_amounting_to_murder,rape,custodial_rape,other_rape,kidnapping_&_abduction,kidnapping_and_abduction_of_women_and_girls,kidnapping_and_abduction_of_others,dacoity,preparation_and_assembly_for_dacoity,robbery,burglary,theft,auto_theft,other_theft,riots,criminal_breach_of_trust,cheating,counterfieting,arson,hurt_grevious_hurt,dowry_deaths,assault_on_women_with_intent_to_outrage_her_modesty,insult_to_modesty_of_women,cruelty_by_husband_or_his_relatives,importation_of_girls_from_foreign_countries,causing_death_by_negligence,other_ipc_crimes,total_ipc_crimes,states_uts,attempt_to_commit_murder,attempt_to_commit_culpable_homicide,custodial_gang_rape,custodial_other_rape,rape_other_than_custodial,rape_gang_rape,rape_others,attempt_to_commit_rape,kidnapping_&_abduction_total,kidnapping_&_abduction_in_order_to_murder,kidnapping_for_ransom,kidnapping_&_abduction_of_women_to_compel_her_for_marriage,other_kidnapping,dacoity_with_murder,other_dacoity,making_preparation_and_assembly_for_committing_dacoity,criminal_trespass_burglary,criminal_trespass_or_burglary,house_trespass_&_house_breaking,other_thefts,unlawful_assembly,riots_communal,riots_industrial,riots_political,riots_caste_conflict,riots_sc_sts_vs_non_scs_sts,riots_other_caste_conflict,riots_agrarian,riots_students,riots_sectarian,riots_others,forgery,counterfeiting,counterfeit_offences_related_to_counterfeit_coin,counterfeiting_government_stamp,counterfeit_currency_&_bank_notes,counterfeiting_currency_notes_bank_notes,using_forged_or_counterfeiting_currency_bank_notes,possession_of_forged_or_counterfeiting_currency_bank_notes,making_or_possessing_materials_for_forged_currency_bank_notes,making_or_using_documents_resembling_currency,grievous_hurt,hurt,acid_attack,attempt_to_acid_attack,sexual_harassment,assault_or_use_of_criminal_force_to_women_with_intent_to_disrobe,voyeurism,stalking,other_assault_on_women,insult_to_the_modesty_of_women,at_office_premises,other_places_related_to_work,in_public_transport_system,"places_other_than_231,_232_&_233",importation_of_girls_from_foreign_country,deaths_due_to_negligent_driving_act,deaths_due_to_other_causes,offences_against_state,sedition,other_offences_against_state,offences_promoting_enmity_between_different_groups,promoting_enmity_between_different_groups,"imputation,_assertions_prejudicial_to_national_integration",extortion,disclosure_of_identity_of_victims,incidence_of_rash_driving,humantrafficking,unnatural_offence,total_cognizable_ipc_crimes,total_crime,weighted_severity_raw,risk_score,risk_level,previous_year_total_crime,previous_year_risk_score,rolling_3yr_total_crime,rolling_3yr_risk_score,crime_growth_rate,next_year_risk_score
ANDHRA PRADESH,ADILABAD,2003,107,65.0,11,35,0,35.0,46,16.0,30.0,8,0.0,24,207.0,284,35,249.0,98,19,146,1.0,42,1194.0,11,141,39.0,238,0.0,248,1917,4881.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4881.0,17551.0,10.67,green,4675.0,10.3,4414.5,9.780000000000001,4.406417112299465,11.02
ANDHRA PRADESH,ADILABAD,2004,113,83.0,11,50,0,50.0,48,42.0,6.0,4,0.0,9,177.0,256,46,210.0,88,34,152,5.0,30,1266.0,14,135,71.0,296,0.0,271,1898,5011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5011.0,18128.0,11.02,green,4881.0,10.67,4570.0,10.076666666666666,2.663388649866831,11.26
ANDHRA PRADESH,ADILABAD,2005,108,48.0,13,53,0,53.0,65,46.0,19.0,9,0.0,20,191.0,329,53,276.0,68,13,173,4.0,30,1273.0,21,144,77.0,280,0.0,276,1838,5033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5033.0,18523.0,11.26,green,5011.0,11.02,4855.666666666667,10.663333333333332,0.4390341249251646,13.6
ANDHRA PRADESH,ADILABAD,2006,99,88.0,14,64,0,64.0,96,71.0,25.0,10,0.0,17,228.0,390,64,326.0,102,19,194,5.0,34,1447.0,22,185,107.0,423,0.0,313,2265,6122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6122.0,22368.0,13.6,green,5033.0,11.26,4975.0,10.983333333333333,21.637194516193127,12.69
ANDHRA PRADESH,ADILABAD,2007,112,61.0,12,46,0,46.0,83,72.0,11.0,4,0.0,9,211.0,481,80,401.0,95,15,179,2.0,17,1244.0,21,156,133.0,335,0.0,309,2160,5685.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5685.0,20872.0,12.69,green,6122.0,13.6,5388.666666666667,11.959999999999999,-7.138190133943157,12.18
ANDHRA PRADESH,ADILABAD,2008,73,82.0,14,50,0,50.0,41,26.0,15.0,3,0.0,20,248.0,427,56,371.0,100,17,135,1.0,45,1289.0,5,174,103.0,355,0.0,336,1782,5300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5300.0,20047.0,12.18,green,5685.0,12.69,5613.333333333333,12.516666666666666,-6.772207563764292,12.08
ANDHRA PRADESH,ADILABAD,2009,85,39.0,11,67,0,67.0,73,56.0,17.0,6,0.0,20,200.0,351,82,269.0,101,11,161,7.0,35,1254.0,13,192,163.0,428,0.0,333,1762,5312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5312.0,19878.0,12.08,green,5300.0,12.18,5702.333333333333,12.823333333333332,0.22641509433962265,11.15
ANDHRA PRADESH,ADILABAD,2010,98,90.0,9,48,0,48.0,55,48.0,7.0,5,0.0,15,196.0,302,85,217.0,65,36,162,1.0,26,1044.0,18,133,155.0,429,0.0,342,1726,4955.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4955.0,18349.0,11.15,green,5312.0,12.08,5432.333333333333,12.316666666666668,-6.720632530120482,12.83
ANDHRA PRADESH,ADILABAD,2011,109,94.0,8,84,0,84.0,77,70.0,7.0,5,0.0,8,230.0,346,96,250.0,85,24,175,3.0,33,1897.0,20,112,142.0,429,0.0,359,881,5121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5121.0,21102.0,12.83,green,4955.0,11.15,5189.0,11.803333333333335,3.350151362260343,14.03
ANDHRA PRADESH,ADILABAD,2012,81,80.0,14,88,0,88.0,82,61.0,21.0,2,0.0,14,240.0,373,104,269.0,56,25,216,3.0,35,2172.0,7,90,155.0,498,0.0,400,1079,5710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5710.0,23079.0,14.03,green,5121.0,12.83,5129.333333333333,12.020000000000001,11.50165983206405,15.26
ANDHRA PRADESH,ADILABAD,2013,96,72.0,13,61,0,61.0,65,47.0,18.0,2,0.0,14,274.0,377,86,291.0,58,93,254,1.0,30,2394.0,12,197,138.0,464,0.0,376,1390,6381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6381.0,25102.0,15.26,green,5710.0,14.03,5262.0,12.67,11.751313485113837,
ANDHRA PRADESH,ANANTAPUR,2001,151,125.0,1,23,0,23.0,53,30.0,23.0,8,0.0,16,191.0,366,57,309.0,168,11,65,8.0,69,1543.0,7,118,24.0,154,0.0,270,754,4125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4125.0,17207.0,10.46,green,0.0,0.0,0.0,0.0,0.0,11.4
ANDHRA PRADESH,ANANTAPUR,2002,166,113.0,7,28,0,28.0,65,49.0,16.0,13,0.0,21,196.0,356,59,297.0,135,37,109,5.0,57,1752.0,9,179,37.0,151,0.0,312,719,4467.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4467.0,18754.0,11.4,green,4125.0,10.46,4125.0,10.46,8.290909090909091,11.64
ANDHRA PRADESH,ANANTAPUR,2003,173,115.0,9,19,0,19.0,60,45.0,15.0,4,0.0,17,190.0,358,90,268.0,144,33,84,10.0,40,1873.0,4,224,45.0,146,0.0,306,728,4582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4582.0,19147.0,11.64,green,4467.0,11.4,4296.0,10.93,2.574434743675845,10.58
ANDHRA PRADESH,ANANTAPUR,2004,152,79.0,5,20,0,20.0,51,31.0,20.0,8,0.0,35,208.0,442,199,243.0,143,24,119,2.0,51,1142.0,11,196,50.0,147,0.0,299,1112,4296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4296.0,17404.0,10.58,green,4582.0,11.64,4391.333333333333,11.166666666666666,-6.241815800960279,10.77
ANDHRA PRADESH,ANANTAPUR,2005,172,125.0,3,16,0,16.0,60,30.0,30.0,17,0.0,21,178.0,439,203,236.0,102,15,96,7.0,59,1007.0,12,173,57.0,137,0.0,349,1500,4545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4545.0,17721.0,10.77,green,4296.0,10.58,4448.333333333333,11.206666666666669,5.79608938547486,12.08
ANDHRA PRADESH,ANANTAPUR,2006,184,116.0,0,16,0,16.0,67,32.0,35.0,13,0.0,28,223.0,516,258,258.0,176,8,86,18.0,41,1132.0,16,187,11.0,189,0.0,396,1667,5090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5090.0,19869.0,12.08,green,4545.0,10.77,4474.333333333333,10.996666666666668,11.991199119911991,12.02
ANDHRA PRADESH,ANANTAPUR,2007,149,85.0,3,31,0,31.0,87,35.0,52.0,10,0.0,20,203.0,603,76,527.0,85,13,125,17.0,8,1073.0,14,176,194.0,0,0.0,398,1888,5182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5182.0,19777.0,12.02,green,5090.0,12.08,4643.666666666667,11.143333333333333,1.807465618860511,12.1
ANDHRA PRADESH,ANANTAPUR,2008,154,80.0,4,37,0,37.0,90,36.0,54.0,10,0.0,20,222.0,496,187,309.0,51,24,108,15.0,0,1050.0,12,133,132.0,0,0.0,334,2762,5734.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5734.0,19904.0,12.1,green,5182.0,12.02,4939.0,11.623333333333333,10.652257815515245,12.21
ANDHRA PRADESH,ANANTAPUR,2009,140,78.0,4,22,0,22.0,68,60.0,8.0,9,0.0,24,176.0,547,47,500.0,98,24,104,26.0,22,1049.0,14,157,13.0,143,0.0,649,1814,5181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5181.0,20091.0,12.21,green,5734.0,12.1,5335.333333333333,12.066666666666668,-9.644227415416811,15.13
ANDHRA PRADESH,ANANTAPUR,2010,137,101.0,7,20,0,20.0,81,60.0,21.0,18,0.0,21,291.0,730,230,500.0,65,23,226,2.0,35,2066.0,20,132,35.0,250,0.0,574,1020,5854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5854.0,24896.0,15.13,green,5181.0,12.21,5365.666666666667,12.11,12.989770314611079,14.23
ANDHRA PRADESH,ANANTAPUR,2011,171,108.0,5,16,0,16.0,83,83.0,0.0,13,0.0,15,247.0,645,175,470.0,85,16,155,1.0,38,1977.0,36,156,16.0,198,0.0,595,854,5430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5430.0,23415.0,14.23,green,5854.0,15.13,5589.666666666667,13.146666666666667,-7.242910830201571,13.93
ANDHRA PRADESH,ANANTAPUR,2012,173,123.0,3,18,0,18.0,74,63.0,11.0,14,1.0,6,211.0,581,155,426.0,41,12,168,3.0,24,2018.0,19,195,8.0,130,0.0,576,1043,5441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5441.0,22911.0,13.93,green,5430.0,14.23,5488.333333333333,13.856666666666667,0.20257826887661143,16.92
ANDHRA PRADESH,ANANTAPUR,2013,156,149.0,3,28,0,28.0,110,84.0,26.0,5,0.0,23,279.0,597,154,443.0,56,5,160,5.0,29,2537.0,23,337,43.0,161,0.0,573,1634,6913.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6913.0,27837.0,16.92,green,5441.0,13.93,5575.0,14.43,27.05385039514795,
ANDHRA PRADESH,CHITTOOR,2001,101,57.0,2,27,0,27.0,59,34.0,25.0,4,0.0,14,237.0,723,164,559.0,156,33,209,9.0,38,2088.0,14,112,83.0,186,0.0,404,1262,5818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5818.0,23866.0,14.51,green,0.0,0.0,0.0,0.0,0.0,14.15
ANDHRA PRADESH,CHITTOOR,2002,105,66.0,5,28,0,28.0,67,39.0,28.0,4,0.0,14,208.0,832,200,632.0,71,57,172,1.0,43,999.0,16,126,40.0,188,0.0,476,2788,6306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6306.0,23278.0,14.15,green,5818.0,14.51,5818.0,14.51,8.387762117566174,15.14
ANDHRA PRADESH,CHITTOOR,2003,109,80.0,1,36,0,36.0,90,34.0,56.0,5,0.0,18,304.0,901,142,759.0,66,47,292,22.0,27,1049.0,23,121,173.0,60,0.0,522,2678,6624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6624.0,24907.0,15.14,green,6306.0,14.15,6062.0,14.33,5.042816365366318,18.93
ANDHRA PRADESH,CHITTOOR,2004,105,52.0,1,28,0,28.0,69,27.0,42.0,8,0.0,17,337.0,1055,221,834.0,82,26,267,3.0,30,1065.0,22,116,197.0,234,0.0,2058,1188,6960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6960.0,31142.0,18.93,green,6624.0,15.14,6249.333333333333,14.6,5.072463768115942,16.15
